Dátum;Telephely;Felhsználó;Hiba üzenet;Hiba Osztály; Hiba Metódus; Névtér; Egyéb; Dátum
2025.12.01 11.44.23;totht;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.01
2025.12.01 11.44.25;totht;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.01
2025.12.01 12.19.08;totht;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.01
2025.12.01 12.19.09;totht;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.01
2025.12.09 10.30.29;kerekesa;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.09
2025.12.09 10.30.30;kerekesa;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.09
2025.12.09 10.31.38;kerekesa;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.09
2025.12.09 10.31.39;kerekesa;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.09
2025.12.09 10.34.07;kerekesa;A folyamat nem éri el a következõ fájlt, mert azt egy másik folyamat használja: "C:\Users\jonasa\Desktop\Beolvasó_20251202072816 másolata.xlsx".;Tisztito.Ablakok.Ablak_Járandóság, Text: Járandóság Törzs;   a következõ helyen: System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)   a következõ helyen: System.IO.File.InternalDelete(String path, Boolean checkHost)   a következõ helyen: System.IO.File.Delete(String path)   a következõ helyen: Tisztito.Ablakok.Ablak_Járandóság.AdatokFeltölése_Click(Object sender, EventArgs e);mscorlib;_;2025.12.09
2025.12.09 10.38.33;kerekesa;Not a valid password.;CREATE TABLE Tábla_Oldalak ([OldalId] AUTOINCREMENT PRIMARY KEY,[FromName] CHAR(255),[MenuName] CHAR(255),[MenuFelirat] CHAR(255),[Látható] yesno,[Törölt] yesno);   a következõ helyen: System.Data.OleDb.OleDbConnectionInternal..ctor(OleDbConnectionString constr, OleDbConnection connection)   a következõ helyen: System.Data.OleDb.OleDbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningObject)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.CreateNonPooledConnection(DbConnection owningConnection, DbConnectionPoolGroup poolGroup, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)   a következõ helyen: System.Data.ProviderBase.DbConnectionInternal.OpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory)   a következõ helyen: System.Data.OleDb.OleDbConnection.Open()   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.TáblaEllenõrzés(String hely, String jelszó, String táblanév)   a következõ helyen: Tisztito.Adatszerkezet.AdatBázis_kezelés.AB_Adat_Tábla_Létrehozás(String hely, String jelszó, String szöveg, String táblanév);Microsoft JET Database Engine;_;2025.12.09
