Dátum;Telephely;Felhsználó;Hiba üzenet;Hiba Osztály; Hiba Metódus; Névtér; Egyéb; Dátum
2025.05.21 18.16.22;Próba;A lekérdezés értékeinek száma és a célmezõk száma nem egyezik meg.;Adat módosítás:F:\Programozás\Tisztító\Adatok\Belépés.mdbINSERT INTO Tábla_Gombok ( GombokId, FromName, GombName, GombFelirat, Látható, Törölt) VALUES (`Ablak_Gombok`, `Alap_Rögzít`, `Rögzítés és módosítás`, True, False);   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextErrorHandling(OleDbHResult hr)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextForSingleResult(tagDBPARAMS dbParams, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandText(Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommand(CommandBehavior behavior, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteReaderInternal(CommandBehavior behavior, String method)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteNonQuery()   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: F:\Programozás\Tisztító\Adatbázis\Adatbázis.cs, sor: 31;Microsoft JET Database Engine;_;2025.05.21
2025.05.21 18.16.22;Próba;Adatbázis rögzítési hiba, az adotok rögzítése/módosítása nem történt meg.;Tisztito.Kezelõk.Kezelõk_Gombok;   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: F:\Programozás\Tisztító\Adatbázis\Adatbázis.cs, sor: 38   a következõ helyen: Tisztito.Kezelõk.Kezelõk_Gombok.Rögzítés(Adat_Gombok Adat) hely: F:\Programozás\Tisztító\Kezelõk\Kezelõk_Gombok.cs, sor: 87;Humánellátás;_;2025.05.21
2025.05.21 18.18.56;Próba;A lekérdezés értékeinek száma és a célmezõk száma nem egyezik meg.;Adat módosítás:F:\Programozás\Tisztító\Adatok\Belépés.mdbINSERT INTO Tábla_Gombok ( GombokId, FromName, GombName, GombFelirat, Látható, Törölt) VALUES (`Ablak_Gombok`, `Alap_Rögzít`, `Rögzítés és módosítás`, True, False);   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextErrorHandling(OleDbHResult hr)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextForSingleResult(tagDBPARAMS dbParams, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandText(Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommand(CommandBehavior behavior, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteReaderInternal(CommandBehavior behavior, String method)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteNonQuery()   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: F:\Programozás\Tisztító\Adatbázis\Adatbázis.cs, sor: 31;Microsoft JET Database Engine;_;2025.05.21
2025.05.21 18.20.38;Próba;A lekérdezés értékeinek száma és a célmezõk száma nem egyezik meg.;Adat módosítás:F:\Programozás\Tisztító\Adatok\Belépés.mdbINSERT INTO Tábla_Gombok ( GombokId, FromName, GombName, GombFelirat, Látható, Törölt) VALUES (`Ablak_Gombok`, `Alap_Rögzít`, `Rögzítés és módosítás`, False, False);   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextErrorHandling(OleDbHResult hr)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextForSingleResult(tagDBPARAMS dbParams, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandText(Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommand(CommandBehavior behavior, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteReaderInternal(CommandBehavior behavior, String method)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteNonQuery()   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: F:\Programozás\Tisztító\Adatbázis\Adatbázis.cs, sor: 31;Microsoft JET Database Engine;_;2025.05.21
2025.05.21 18.20.39;Próba;Adatbázis rögzítési hiba, az adotok rögzítése/módosítása nem történt meg.;Tisztito.Kezelõk.Kezelõk_Gombok;   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: F:\Programozás\Tisztító\Adatbázis\Adatbázis.cs, sor: 38   a következõ helyen: Tisztito.Kezelõk.Kezelõk_Gombok.Rögzítés(Adat_Gombok Adat) hely: F:\Programozás\Tisztító\Kezelõk\Kezelõk_Gombok.cs, sor: 87;Humánellátás;_;2025.05.21
2025.05.21 18.22.36;Próba;A lekérdezés értékeinek száma és a célmezõk száma nem egyezik meg.;Adat módosítás:F:\Programozás\Tisztító\Adatok\Belépés.mdbINSERT INTO Tábla_Gombok ( GombokId, FromName, GombName, GombFelirat, Látható, Törölt) VALUES (`Ablak_Gombok`, `Alap_Rögzít`, `Rögzítés és módosítás`, False, False);   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextErrorHandling(OleDbHResult hr)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextForSingleResult(tagDBPARAMS dbParams, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandText(Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommand(CommandBehavior behavior, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteReaderInternal(CommandBehavior behavior, String method)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteNonQuery()   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: F:\Programozás\Tisztító\Adatbázis\Adatbázis.cs, sor: 31;Microsoft JET Database Engine;_;2025.05.21
2025.05.21 18.22.37;Próba;Adatbázis rögzítési hiba, az adotok rögzítése/módosítása nem történt meg.;Tisztito.Kezelõk.Kezelõk_Gombok;   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: F:\Programozás\Tisztító\Adatbázis\Adatbázis.cs, sor: 38   a következõ helyen: Tisztito.Kezelõk.Kezelõk_Gombok.Rögzítés(Adat_Gombok Adat) hely: F:\Programozás\Tisztító\Kezelõk\Kezelõk_Gombok.cs, sor: 87;Humánellátás;_;2025.05.21
2025.05.21 18.23.39;Próba;OldalId;Tisztito.Ablakok.Ablak_Gombok, Text: Gombok beállításai;   a következõ helyen: System.Data.ProviderBase.FieldNameLookup.GetOrdinal(String fieldName)   a következõ helyen: System.Data.OleDb.OleDbDataReader.GetOrdinal(String name)   a következõ helyen: System.Data.OleDb.OleDbDataReader.get_Item(String name)   a következõ helyen: Tisztito.Kezelõk.Kezelõk_Gombok.Lista_Adatok()   a következõ helyen: Tisztito.Ablakok.Ablak_Gombok.Alap_Rögzít_Click(Object sender, EventArgs e);System.Data;_;2025.05.21
2025.05.23 10.42.18;Próba;A mezõ túl kicsi az adat befogadásához. Próbáljon meg kevesebb adatot beszúrni vagy beilleszteni.;Adat módosítás:C:\Users\pozsgaii\Documents\Tisztito\Adatok\Belépés.mdbINSERT INTO Tábla_Users (UserName, WinUserName, Dolgozószám, [Password], Dátum, frissít, Törölt) VALUES (`Valami`, ``, `822599`, `8d969eef6ecad3c29a3a629280e686cf0c3f5d5a86aff3ca12020c923adc6c92`, `2025.05.23`, True, False);   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextErrorHandling(OleDbHResult hr)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandTextForSingleResult(tagDBPARAMS dbParams, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommandText(Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteCommand(CommandBehavior behavior, Object& executeResult)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteReaderInternal(CommandBehavior behavior, String method)   a következõ helyen: System.Data.OleDb.OleDbCommand.ExecuteNonQuery()   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: c:\Users\pozsgaii\Documents\Tisztito\Adatbázis\Adatbázis.cs, sor: 31;Microsoft JET Database Engine;_;2025.05.23
2025.05.23 10.42.19;Próba;Adatbázis rögzítési hiba, az adotok rögzítése/módosítása nem történt meg.;Bejelentkezés.Kezelõk.Kezelõk_Users;   a következõ helyen: Adatbázis.ABMódosítás(String holvan, String ABjelszó, String SQLszöveg) hely: c:\Users\pozsgaii\Documents\Tisztito\Adatbázis\Adatbázis.cs, sor: 38   a következõ helyen: Bejelentkezés.Kezelõk.Kezelõk_Users.Rögzítés(Adat_Users Adat) hely: c:\Users\pozsgaii\Documents\Tisztito\Kezelõk\Kezelõk_Users.cs, sor: 95;Humánellátás;_;2025.05.23
